id;loja-id;produto-id;produto-link;produto-preco
181;2;86881704;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;222
182;2;85430730;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;309
183;2;88568942;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;20
184;2;89705896;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;125
185;2;87173016;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;119
186;2;85438913;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;380
187;2;90319194;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;458
188;2;89705714;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;104
189;2;87253782;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;363
190;2;90319173;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;504
191;2;87247482;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;85
192;2;90319236;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;47
193;2;89706064;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;439
194;2;90319215;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;413
195;2;87243100;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;69
196;2;87949624;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;428
197;2;85185142;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;463
198;2;87254573;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;110
199;2;87352370;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;393
200;2;87247391;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;301
201;2;89732895;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;388
202;2;88541425;https://www.cec.com.br/tintas-e-acessorios/tintas/tintas-para-parede;44
